timestamp_sec,frame,unit,location,item_slot_idx,gt_item,pred_item,outcome
300,frame_0300s.jpg,미스 포츈,hex_r0_c6,1,EMPTY,,TN
300,frame_0300s.jpg,미스 포츈,hex_r0_c6,2,EMPTY,,TN
300,frame_0300s.jpg,밀리오,bench_1,0,EMPTY,,TN
300,frame_0300s.jpg,밀리오,bench_1,1,EMPTY,,TN
300,frame_0300s.jpg,밀리오,bench_1,2,EMPTY,,TN
300,frame_0300s.jpg,일라오이,bench_4,0,EMPTY,,TN
300,frame_0300s.jpg,일라오이,bench_4,1,EMPTY,,TN
300,frame_0300s.jpg,일라오이,bench_4,2,EMPTY,,TN
450,frame_0450s.jpg,빅토르,hex_r0_c1,0,EMPTY,,TN
450,frame_0450s.jpg,빅토르,hex_r0_c1,1,EMPTY,,TN
450,frame_0450s.jpg,빅토르,hex_r0_c1,2,EMPTY,,TN
450,frame_0450s.jpg,리븐,hex_r0_c4,0,EMPTY,,TN
450,frame_0450s.jpg,리븐,hex_r0_c4,1,EMPTY,,TN
450,frame_0450s.jpg,리븐,hex_r0_c4,2,EMPTY,,TN
450,frame_0450s.jpg,렉사이,hex_r1_c6,0,EMPTY,,TN
450,frame_0450s.jpg,렉사이,hex_r1_c6,1,EMPTY,,TN
450,frame_0450s.jpg,렉사이,hex_r1_c6,2,EMPTY,,TN
450,frame_0450s.jpg,빅토르,hex_r3_c0,0,EMPTY,,TN
450,frame_0450s.jpg,빅토르,hex_r3_c0,1,EMPTY,,TN
450,frame_0450s.jpg,빅토르,hex_r3_c0,2,EMPTY,,TN
450,frame_0450s.jpg,소나,hex_r3_c3,0,EMPTY,,TN
450,frame_0450s.jpg,소나,hex_r3_c3,1,EMPTY,,TN
450,frame_0450s.jpg,소나,hex_r3_c3,2,EMPTY,,TN
450,frame_0450s.jpg,조이,bench_0,0,EMPTY,,TN
450,frame_0450s.jpg,조이,bench_0,1,EMPTY,,TN
450,frame_0450s.jpg,조이,bench_0,2,EMPTY,,TN
450,frame_0450s.jpg,밀리오,bench_1,0,EMPTY,,TN
450,frame_0450s.jpg,밀리오,bench_1,1,EMPTY,,TN
450,frame_0450s.jpg,밀리오,bench_1,2,EMPTY,,TN
450,frame_0450s.jpg,밀리오,bench_2,0,EMPTY,,TN
450,frame_0450s.jpg,밀리오,bench_2,1,EMPTY,,TN
450,frame_0450s.jpg,밀리오,bench_2,2,EMPTY,,TN
450,frame_0450s.jpg,밀리오,bench_6,0,EMPTY,,TN
450,frame_0450s.jpg,밀리오,bench_6,1,EMPTY,,TN
450,frame_0450s.jpg,밀리오,bench_6,2,EMPTY,,TN
450,frame_0450s.jpg,밀리오,bench_7,0,EMPTY,,TN
450,frame_0450s.jpg,밀리오,bench_7,1,EMPTY,,TN
450,frame_0450s.jpg,밀리오,bench_7,2,EMPTY,,TN
600,frame_0600s.jpg,벨베스,hex_r1_c1,0,EMPTY,,TN
600,frame_0600s.jpg,벨베스,hex_r1_c1,1,EMPTY,,TN
600,frame_0600s.jpg,벨베스,hex_r1_c1,2,EMPTY,,TN
600,frame_0600s.jpg,일라오이,hex_r1_c6,0,EMPTY,,TN
600,frame_0600s.jpg,일라오이,hex_r1_c6,1,EMPTY,,TN
600,frame_0600s.jpg,일라오이,hex_r1_c6,2,EMPTY,,TN
600,frame_0600s.jpg,나서스,hex_r2_c3,0,EMPTY,,TN
600,frame_0600s.jpg,나서스,hex_r2_c3,1,EMPTY,,TN
600,frame_0600s.jpg,나서스,hex_r2_c3,2,EMPTY,,TN
600,frame_0600s.jpg,미스 포츈,hex_r2_c5,0,EMPTY,,TN
600,frame_0600s.jpg,미스 포츈,hex_r2_c5,1,EMPTY,,TN
600,frame_0600s.jpg,미스 포츈,hex_r2_c5,2,EMPTY,,TN
600,frame_0600s.jpg,리븐,hex_r3_c2,0,EMPTY,,TN
600,frame_0600s.jpg,리븐,hex_r3_c2,1,EMPTY,,TN
600,frame_0600s.jpg,리븐,hex_r3_c2,2,EMPTY,,TN
600,frame_0600s.jpg,밀리오,hex_r3_c3,0,EMPTY,,TN
600,frame_0600s.jpg,밀리오,hex_r3_c3,1,EMPTY,,TN
600,frame_0600s.jpg,밀리오,hex_r3_c3,2,EMPTY,,TN
600,frame_0600s.jpg,밀리오,hex_r3_c4,0,EMPTY,,TN
600,frame_0600s.jpg,밀리오,hex_r3_c4,1,EMPTY,,TN
600,frame_0600s.jpg,밀리오,hex_r3_c4,2,EMPTY,,TN
600,frame_0600s.jpg,일라오이,bench_0,0,EMPTY,,TN
600,frame_0600s.jpg,일라오이,bench_0,1,EMPTY,,TN
600,frame_0600s.jpg,일라오이,bench_0,2,EMPTY,,TN
600,frame_0600s.jpg,일라오이,bench_1,0,EMPTY,,TN
600,frame_0600s.jpg,일라오이,bench_1,1,EMPTY,,TN
600,frame_0600s.jpg,일라오이,bench_1,2,EMPTY,,TN
600,frame_0600s.jpg,밀리오,bench_2,0,EMPTY,,TN
600,frame_0600s.jpg,밀리오,bench_2,1,EMPTY,,TN
600,frame_0600s.jpg,밀리오,bench_2,2,EMPTY,,TN
600,frame_0600s.jpg,일라오이,bench_3,0,EMPTY,,TN
600,frame_0600s.jpg,일라오이,bench_3,1,EMPTY,,TN
600,frame_0600s.jpg,일라오이,bench_3,2,EMPTY,,TN
600,frame_0600s.jpg,일라오이,bench_4,0,EMPTY,,TN
600,frame_0600s.jpg,일라오이,bench_4,1,EMPTY,,TN
600,frame_0600s.jpg,일라오이,bench_4,2,EMPTY,,TN
600,frame_0600s.jpg,밀리오,bench_5,0,EMPTY,,TN
600,frame_0600s.jpg,밀리오,bench_5,1,EMPTY,,TN
600,frame_0600s.jpg,밀리오,bench_5,2,EMPTY,,TN
600,frame_0600s.jpg,밀리오,bench_6,0,EMPTY,,TN
600,frame_0600s.jpg,밀리오,bench_6,1,EMPTY,,TN
600,frame_0600s.jpg,밀리오,bench_6,2,EMPTY,,TN
600,frame_0600s.jpg,나서스,bench_7,0,EMPTY,,TN
600,frame_0600s.jpg,나서스,bench_7,1,EMPTY,,TN
600,frame_0600s.jpg,나서스,bench_7,2,EMPTY,,TN
900,frame_0900s.jpg,마스터 이,hex_r0_c0,0,EMPTY,,TN
900,frame_0900s.jpg,마스터 이,hex_r0_c0,1,EMPTY,,TN
900,frame_0900s.jpg,마스터 이,hex_r0_c0,2,EMPTY,,TN
900,frame_0900s.jpg,미스 포츈,hex_r1_c3,0,EMPTY,,TN
900,frame_0900s.jpg,미스 포츈,hex_r1_c3,1,EMPTY,,TN
900,frame_0900s.jpg,미스 포츈,hex_r1_c3,2,EMPTY,,TN
900,frame_0900s.jpg,렉사이,hex_r1_c6,0,EMPTY,,TN
900,frame_0900s.jpg,렉사이,hex_r1_c6,1,EMPTY,,TN
900,frame_0900s.jpg,렉사이,hex_r1_c6,2,EMPTY,,TN
900,frame_0900s.jpg,렉사이,hex_r2_c0,0,EMPTY,,TN
900,frame_0900s.jpg,렉사이,hex_r2_c0,1,EMPTY,,TN
900,frame_0900s.jpg,렉사이,hex_r2_c0,2,EMPTY,,TN
900,frame_0900s.jpg,조이,bench_0,0,EMPTY,,TN
900,frame_0900s.jpg,조이,bench_0,1,EMPTY,,TN
900,frame_0900s.jpg,조이,bench_0,2,EMPTY,,TN
900,frame_0900s.jpg,밀리오,bench_1,0,EMPTY,,TN
900,frame_0900s.jpg,밀리오,bench_1,1,EMPTY,,TN
900,frame_0900s.jpg,밀리오,bench_1,2,EMPTY,,TN
900,frame_0900s.jpg,밀리오,bench_2,0,EMPTY,,TN
900,frame_0900s.jpg,밀리오,bench_2,1,EMPTY,,TN
900,frame_0900s.jpg,밀리오,bench_2,2,EMPTY,,TN
900,frame_0900s.jpg,밀리오,bench_6,0,EMPTY,,TN
900,frame_0900s.jpg,밀리오,bench_6,1,EMPTY,,TN
900,frame_0900s.jpg,밀리오,bench_6,2,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,hex_r1_c6,0,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,hex_r1_c6,1,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,hex_r1_c6,2,EMPTY,,TN
1500,frame_1500s.jpg,밀리오,hex_r2_c2,0,EMPTY,,TN
1500,frame_1500s.jpg,밀리오,hex_r2_c2,1,EMPTY,,TN
1500,frame_1500s.jpg,밀리오,hex_r2_c2,2,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,hex_r2_c3,0,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,hex_r2_c3,1,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,hex_r2_c3,2,EMPTY,,TN
1500,frame_1500s.jpg,빅토르,hex_r3_c0,0,EMPTY,,TN
1500,frame_1500s.jpg,빅토르,hex_r3_c0,1,EMPTY,,TN
1500,frame_1500s.jpg,빅토르,hex_r3_c0,2,EMPTY,,TN
1500,frame_1500s.jpg,나서스,hex_r3_c1,0,EMPTY,,TN
1500,frame_1500s.jpg,나서스,hex_r3_c1,1,EMPTY,,TN
1500,frame_1500s.jpg,나서스,hex_r3_c1,2,EMPTY,,TN
1500,frame_1500s.jpg,벨베스,hex_r3_c2,0,EMPTY,,TN
1500,frame_1500s.jpg,벨베스,hex_r3_c2,1,EMPTY,,TN
1500,frame_1500s.jpg,벨베스,hex_r3_c2,2,EMPTY,,TN
1500,frame_1500s.jpg,나서스,hex_r3_c3,0,EMPTY,,TN
1500,frame_1500s.jpg,나서스,hex_r3_c3,1,EMPTY,,TN
1500,frame_1500s.jpg,나서스,hex_r3_c3,2,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,bench_0,0,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,bench_0,1,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,bench_0,2,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,bench_1,0,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,bench_1,1,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,bench_1,2,EMPTY,,TN
1500,frame_1500s.jpg,밀리오,bench_2,0,EMPTY,,TN
1500,frame_1500s.jpg,밀리오,bench_2,1,EMPTY,,TN
1500,frame_1500s.jpg,밀리오,bench_2,2,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,bench_3,0,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,bench_3,1,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,bench_3,2,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,bench_4,0,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,bench_4,1,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,bench_4,2,EMPTY,,TN
1500,frame_1500s.jpg,밀리오,bench_5,0,EMPTY,,TN
1500,frame_1500s.jpg,밀리오,bench_5,1,EMPTY,,TN
1500,frame_1500s.jpg,밀리오,bench_5,2,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,bench_6,0,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,bench_6,1,EMPTY,,TN
1500,frame_1500s.jpg,일라오이,bench_6,2,EMPTY,,TN
1500,frame_1500s.jpg,나서스,bench_7,0,EMPTY,,TN
1500,frame_1500s.jpg,나서스,bench_7,1,EMPTY,,TN
1500,frame_1500s.jpg,나서스,bench_7,2,EMPTY,,TN
1500,frame_1500s.jpg,빅토르,bench_8,0,EMPTY,,TN
1500,frame_1500s.jpg,빅토르,bench_8,1,EMPTY,,TN
1500,frame_1500s.jpg,빅토르,bench_8,2,EMPTY,,TN
